Title,Categories
Rolf Merzbacher,"['Person, für die ein Stolperstein verlegt wurde (Baden-Württemberg)]] umbenannt in [[Kategorie:Person, für die in Baden-Württemberg ein Stolperstein verlegt wurde]]: laut [[Kategorie Diskussion:Person, für die ein Stolperstein verlegt wurde#Unterkategorien besser ohne Klammern|Diskussion', 'Emigrant aus dem Deutschen Reich zur Zeit des Nationalsozialismus', 'Überlebender des Holocaust', 'Person, für die in Baden-Württemberg ein Stolperstein verlegt wurde', 'Person (Öhringen)', 'Judentum in Öhringen', 'Deutscher', 'Geboren 1924', 'Gestorben 1983', 'Mann']"
Albert Schiffner,"['Lexikograf', 'Person (Dresden)', 'Deutscher', 'Geboren 1792', 'Gestorben 1873', 'Mann']"
Walter Alexander Schnitzer,"['Geologe (20. Jahrhundert)', 'Hochschullehrer (Julius-Maximilians-Universität Würzburg)', 'Paläontologe', 'Deutscher', 'Geboren 1926', 'Gestorben 1985', 'Mann']"
Karl Friedrich Christian Wenck,"['Rechtswissenschaftler (19. Jahrhundert)', 'Hochschullehrer (Universität Leipzig)', 'Deutscher', 'Geboren 1784', 'Gestorben 1828', 'Mann']"
Konrad Schott von Schottenstein,"['Amtmann (Fürstentum Bayreuth)', 'Reichsritter', 'Schott von Schottenstein|Konrad', 'Deutscher', 'Geboren im 15. Jahrhundert', 'Gestorben 1526', 'Mann']"
Julius Rinck von Starck,"['Innenminister des Großherzogtums Hessen', 'Justizminister (Großherzogtum Hessen)', 'Außenminister (Großherzogtum Hessen)', 'Mitglied der Ersten Kammer der Landstände des Großherzogtums Hessen', 'Landrat (Landkreis Offenbach)', 'Landrat (Großherzogtum Hessen)', 'Corpsstudent (19. Jahrhundert)', 'Politiker (19. Jahrhundert)', 'Staatsminister des Großherzogtums Hessen', 'Freiherr', 'Deutscher', 'Landrat (Landkreis Gießen)', 'Geboren 1825', 'Gestorben 1910', 'Mann', 'Wirklicher Geheimer Rat', 'Exzellenz (Hessen)']"
Bendicht Straub,"['Nationalrat (Bern)', 'Regierungsrat (Bern)', 'Grossrat (Bern)', 'Richter (Schweiz)', 'Schweizer', 'Geboren 1787', 'Gestorben 1868', 'Mann']"
Kurt Weinmann,"['Chemiker (20. Jahrhundert)', 'Chemiker (21. Jahrhundert)', 'Unternehmer (Chemische Industrie)', 'Unternehmer (Ditzingen)', 'Träger des Bundesverdienstkreuzes am Bande', 'Deutscher', 'Geboren 1922', 'Gestorben 2007', 'Mann']"
Willy Starcke,"['Unternehmer (20. Jahrhundert)', 'Deutscher', 'Geboren 1880', 'Gestorben 1945', 'Mann', 'Singer Nähmaschinen Aktien Gesellschaft']"
Christian Ernst Schöler,"['Orgelbauer', 'Person (Bad Ems)', 'Deutscher', 'Geboren 1756', 'Gestorben 1832', 'Mann', 'Orgellandschaft Rheinland', 'Orgellandschaft Hessen']"
Karl-Martin Dietz,"['Altphilologe (20. Jahrhundert)', 'Philosoph (20. Jahrhundert)', 'Philosoph (21. Jahrhundert)', 'Kulturwissenschaftler', 'Autor', 'Deutscher', 'Geboren 1945', 'Mann']"
Innung,"['Orgelbauer', 'Deutscher', 'Geboren 1954', 'Mann']"
Carl Georg Scheuermann,"['Maler (Dänemark)', 'Landschaftsmaler', 'Däne', 'Geboren 1803', 'Gestorben 1859', 'Mann']"
Paula von Weitershausen,"['Weitershausen (Adelsgeschlecht)|Paula', 'Deutscher', 'Benediktinerin', 'Äbtissin', 'Täter der Hexenverfolgung', 'Historische Person (Baden-Württemberg)', 'Person (Landkreis Ludwigsburg)', 'Person (Landkreis Karlsruhe)', 'Person (Bistum Speyer)', 'Marxzell', 'Geboren 1539', 'Gestorben 1609', 'Frau']"
Lothar Dietz,"['Bildhauer (Deutschland)', 'Deutscher', 'Geboren 1896', 'Gestorben 1976', 'Mann']"
Karl Wilhelm Stark,"['Mediziner (19. Jahrhundert)', 'Hochschullehrer (Friedrich-Schiller-Universität Jena)', 'Deutscher', 'Geboren 1787', 'Gestorben 1845', 'Mann']"
Josef Schnitzer junior,"['Stuckateur', 'Deutscher', 'Geboren 1915', 'Gestorben 1984', 'Mann']"
Emons Verlag,"['Autor', 'Literatur (21. Jahrhundert)', 'Literatur (Deutsch)', 'Lyrik', 'Roman, Epik', 'Erzählung', 'Hörspielautor', 'Übersetzer aus dem Französischen', 'Übersetzer aus dem Georgischen', 'Übersetzer aus dem Katalanischen', 'Übersetzer aus dem Spanischen', 'Übersetzer ins Deutsche', 'Verlagslektor', 'Schriftsteller (Köln)', 'Theaterregisseur', 'Filmregisseur', 'Mitglied im PEN-Zentrum Deutschland', 'Deutscher', 'Geboren 1965', 'Frau']"
Wilhelm Herz (Unternehmer),"['Person des Judentums (Berlin)', 'Person (Bier, Deutschland)', 'Bier (Berlin)', 'Ehrengrab des Landes Berlin', 'Unternehmer (Deutschland)', 'Geboren 1823', 'Gestorben 1914', 'Mann', 'Person (Industrie- und Handelskammer Berlin)']"
Nikolaus Müller (Beamter),"['Beamter (Deutschland)', 'Geboren 1758', 'Gestorben 1833', 'Mann']"
Hans Stocker (Maler),"['Bildender Künstler (Basel)]]; −[[Kategorie:Person (Basel)]]; ±[[Kategorie:Maler (Schweiz)]]→[[Kategorie:Maler (Basel)', 'Maler (Basel)', 'Glasmaler (Schweiz)', 'Teilnehmer einer Biennale di Venezia', 'Schweizer', 'Geboren 1896', 'Gestorben 1983', 'Mann']"
Julie Stark,"['Theaterschauspieler', 'Filmschauspieler', 'Deutscher', 'Geboren 1991', 'Frau']"
Horst Wernicke (Romanist),"['Romanist', 'Deutscher', 'Geboren 1935', 'Mann']"
Zanggasse,"['Graveur', 'Zeichner (Deutschland)', 'Autor', 'Grafiker (Mainz)', 'Deutscher', 'Geboren 1849', 'Gestorben 1911', 'Mann']"
Erwin Starker,"['Maler (Deutschland)', 'Maler des Impressionismus', 'Person (Stuttgart)', 'Person (Ditzingen)', 'Künstler (Württemberg)', 'Württemberger', 'Deutscher', 'Geboren 1872', 'Gestorben 1938', 'Mann']"
Johann Dietz (Feldscher),"['Chirurg', 'Seefahrer', 'Handwerker', 'Autor', 'Autobiografie', 'Person in den Türkenkriegen', 'Person (Halle (Saale))', 'Person (Berlin)', 'Person (Hamburg)', 'Person (Schleswig-Holstein)', 'Person (Preußen)', 'Deutscher', 'Geboren 1665', 'Gestorben 1738', 'Mann', 'Schiffsarzt']"
Gottlieb Heinrich Dietz,"['Person (Schneeberg, Erzgebirge)', 'Person (Mannheim)', 'Deutscher', 'Geboren 1821', 'Gestorben 1849', 'Mann']"
Horst Schreiner,"['Deutscher', 'Geboren 1921', 'Gestorben 2002', 'Mann', 'Hochschullehrer (Friedrich-Alexander-Universität Erlangen-Nürnberg, Standort Nürnberg)']"
Thomas Schnitzer,"['Politiker (20. Jahrhundert)', 'Landtagsabgeordneter (Tirol)', 'Bürgermeister (Ehrwald)', 'Politiker (20. Jahrhundert)', 'Politiker (21. Jahrhundert)', 'Österreicher', 'Geboren 1955', 'Mann']"
Bernsteinschule,"['Maler (Stuttgart)', 'Grafiker (Stuttgart)', 'Mitglied im Deutschen Künstlerbund', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Deutscher', 'Geboren 1896', 'Gestorben 1974', 'Mann', 'Person (Sulz am Neckar)']"
Karl Stark (Künstler),"['Landschaftsmaler', 'Maler (Österreich)', 'Zeitgenössischer Künstler', 'Österreicher', 'Geboren 1921', 'Gestorben 2011', 'Mann']"
Christian Scheffler (Orgelbauer),"['Orgelbauer', 'Deutscher', 'Geboren 1954', 'Mann']"
Edith Schreiner,"['Bürgermeister (Offenburg)', 'CDU-Mitglied', 'Ehrensenator der Hochschule Offenburg', 'Verwaltungsjurist', 'Deutscher', 'Geboren 1957', 'Frau']"
Hugo Troendle,"['Maler (Deutschland)', 'Mitglied im Deutschen Künstlerbund', 'Hochschullehrer (Akademie der Bildenden Künste München)', 'Deutscher', 'Geboren 1882', 'Gestorben 1955', 'Mann']"
Moritz von Schoeler,"['General der Infanterie (Königreich Preußen)', 'Person in den Koalitionskriegen (Preußen)', 'Träger des Pour le Mérite (Militärorden)', 'Träger des Roten Adlerordens 1. Klasse', 'Adliger', 'Deutscher', 'Geboren 1771', 'Gestorben 1855', 'Mann']"
Karl Straub (Widerstandskämpfer),"['Person (Weimar)', 'Verbandsfunktionär (Deutschland)', 'KPD-Mitglied', 'Widerstandskämpfer im KZ Buchenwald', 'SED-Mitglied', 'Mitglied der VVN-BdA', 'Opfer der NS-Justiz', 'Deutscher', 'Geboren 1898', 'Gestorben 1966', 'Mann']"
Janez Starc,"['Landtagsabgeordneter (Kärnten)', 'Österreicher', 'Kärntner Slowene', 'Geboren 1885', 'Gestorben 1953', 'Mann']"
Anna Bergmann (Regisseurin),"['Theaterregisseur', 'Deutscher', 'Geboren 1978', 'Frau']"
Anna Lesser-Kiessling,"['Theaterschauspieler', 'Publizist', 'Frauenrechtler (Deutschland)', 'Frauenrechtler (Österreich)', 'Darstellender Künstler (Wien)', 'Person (Österreich-Ungarn)', 'Deutscher', 'Geboren 1841', 'Gestorben im 20. Jahrhundert', 'Frau']"
Eduard Dietz,"['Landtagsabgeordneter (Republik Baden)', 'Politiker (Karlsruhe)', 'SPD-Mitglied', 'Rechtsanwalt (Deutschland)', 'Richter (Landgericht Karlsruhe)', 'Richter (Deutsche Geschichte)', 'Studentenhistoriker', 'Burschenschafter (19. Jahrhundert)', 'Badener', 'Deutscher', 'Geboren 1866', 'Gestorben 1940', 'Mann']"
Hans Ludwig Pfeiffer,"['Maler (Deutschland)', 'Bildhauer (Deutschland)', 'Restaurator', 'Träger des Bundesverdienstkreuzes', 'Wikipedia:Träger des Bundesverdienstkreuzes (Ausprägung ungeklärt)', 'Deutscher', 'Geboren 1903', 'Gestorben 1999', 'Mann']"
Charlotte Hofmann-Hege,"['Person (Löwenstein)', 'Person (Bad Rappenau)', 'Landtagsabgeordneter (Württemberg, Zweite Kammer)', 'Mennonit', 'Deutscher', 'Geboren 1840', 'Gestorben 1907', 'Mann']"
Lorenz Wilhelm Straub,"['Lehrer', 'Schulleiter (Stuttgart)', 'Deutscher', 'Geboren 1839', 'Gestorben 1926', 'Mann']"
August Wernicke,"['Deutscher]]; +[[Kategorie:Chronist', 'Chronist', 'Deutscher', 'Geboren 1843', 'Gestorben 1912', 'Mann']"
Manfred Straube,"['Landeshistoriker', 'Neuzeithistoriker', 'Mittelalterhistoriker', 'Hochschullehrer (Universität Leipzig)', 'Deutscher', 'Geboren 1930', 'Mann']"
Henning Lobin,"['Linguist', 'Hochschullehrer (Justus-Liebig-Universität Gießen)', 'Deutscher', 'Geboren 1964', 'Mann']"
Max Kiesling,"['Klassischer Cellist', 'Gewandhausmusiker', 'Musiker (Leipzig)', 'Person (Leipzig)', 'Deutscher', 'Geboren 1866', 'Gestorben 1930', 'Mann']"
Karl Adolph Caesar,"['Philosoph (18. Jahrhundert)', 'Rektor (Universität Leipzig)', 'Deutscher', 'Geboren 1744', 'Gestorben 1811', 'Mann']"
Ruth Schiffer,"['Kabarettist (Deutschland)', 'Hörspielsprecher', 'Person (Düsseldorf)', 'Deutscher', 'Geboren 1962', 'Frau']"
Albert Barth (Politiker),"['Person (Obersulm)', 'Landtagsabgeordneter (Württemberg, Zweite Kammer)', 'Württemberger', 'Deutscher', 'Geboren 1856', 'Gestorben 1914', 'Mann']"
Diethelm Straube,"['Journalist (Deutschland)', 'Chefredakteur', 'Fernsehjournalist', 'Fernsehmoderator (Deutschland)', 'Deutscher', 'Mann', 'Geboren 1957']"
Werner Bahlsen,"['Mitglied der Familie Bahlsen|Klaus', 'Unternehmer (Ernährungswirtschaft)', 'Unternehmer (Hannover)', 'Unternehmer (20. Jahrhundert)', 'Förderndes Mitglied der SS', 'NSDAP-Mitglied', 'Mäzen', 'Deutscher', 'Geboren 1908', 'Gestorben 1991', 'Mann']"
Johanna Straub (Autorin),"['Autor', 'Filmschaffender', 'Literatur (21. Jahrhundert)', 'Literatur (Deutsch)', 'Roman, Epik', 'Deutscher', 'Geboren 1970', 'Frau']"
Nicolai von Schweder-Schreiner,"['Übersetzer aus dem Englischen', 'Übersetzer aus dem Portugiesischen', 'Übersetzer ins Deutsche', 'Sänger', 'Deutscher', 'Geboren 1967', 'Mann']"
Ludwig Baumann (Wehrmachtsdeserteur),"['Wehrmachtsdeserteur', 'Opfer der NS-Militärjustiz', 'Häftling im KZ Esterwegen', 'Deutscher Kriegsgefangener der Sowjetunion', 'Verbandsfunktionär (Deutschland)', 'Mitglied der Deutschen Friedensgesellschaft', 'Deutscher', 'Geboren 1921', 'Gestorben 2018', 'Mann', 'Bundesverdienstkreuz abgelehnt']"
Helmuth Kiesel,"['Germanist', 'Literaturwissenschaftler', 'Hochschullehrer (Ruprecht-Karls-Universität Heidelberg)', 'Hochschullehrer (Bamberg)', 'Deutscher', 'Geboren 1947', 'Mann']"
Wolfgang Scheffler (Kunsthistoriker),"['Kunsthistoriker', 'Museumsleiter', 'Wissenschaftlicher Mitarbeiter des Kunstgewerbemuseums Berlin', 'Genealoge', 'Deutscher', 'Person (Braunschweig)', 'Geboren 1902', 'Gestorben 1992', 'Mann']"
Alfons Schnitzler,"['Neurologe', 'Hochschullehrer (Heinrich-Heine-Universität Düsseldorf)', 'Deutscher', 'Geboren 1960', 'Mann']"
Hugo Sperber,"['Rechtsanwalt (Österreich)', 'Autor', 'Person (Wien)', 'Todesopfer im KZ Dachau', 'Opfer des Holocaust', 'Österreicher', 'Geboren 1885', 'Gestorben 1938', 'Mann']"
Hans Starcke,"['Person (Jena)', 'Autor', 'Heimatdichtung', 'Maler (Deutschland)', 'Maler des Jugendstils', 'Grafiker (Deutschland)', 'Deutscher', 'Geboren 1875', 'Gestorben 1943', 'Mann']"
Michael Veith (Chemiker),"['Absolvent der Ludwig-Maximilians-Universität München', 'Chemiker (20. Jahrhundert)', 'Chemiker (21. Jahrhundert)', 'Hochschullehrer (Universität des Saarlandes, Saarbrücken)', 'Hochschullehrer (Karlsruher Institut für Technologie)', 'Hochschullehrer (Technische Universität Braunschweig)', 'Mitglied der Akademie der Wissenschaften und der Literatur', 'Mitglied der Leopoldina (21. Jahrhundert)', 'Ehrendoktor einer Universität', 'Leibnizpreisträger', 'Träger des französischen Nationalverdienstordens (Offizier)', 'Deutscher', 'Geboren 1944', 'Mann', 'Absolvent der Ludwig-Maximilians-Universität München']"
Matthias Dietz,"['Industriedesigner', 'Deutscher', 'Geboren 1957', 'Mann']"
Josef Schreiner (Theologe),"['Alttestamentler', 'Römisch-katholischer Theologe (20. Jahrhundert)', 'Hochschullehrer (Westfälische Wilhelms-Universität)', 'Hochschullehrer (Julius-Maximilians-Universität Würzburg)', 'Rektor der Julius-Maximilians-Universität Würzburg', 'Träger des Bundesverdienstkreuzes am Bande', 'Ritter (Ritterorden vom Heiligen Grab zu Jerusalem)', 'Deutscher', 'Geboren 1922', 'Gestorben 2002', 'Mann']"
Jan Schreiner,"['Jazz-Posaunist', 'Jazz-Tubist', 'Komponist (Jazz)', 'Deutscher', 'Geboren 1984', 'Mann']"
Andreas Kraus,"['Landeshistoriker (Bayern)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Träger des Bayerischen Verdienstordens', 'Träger der Bayerischen Verfassungsmedaille in Gold', 'Träger des Bayerischen Maximiliansordens für Wissenschaft und Kunst', 'Korporierter im CV', 'Deutscher', 'Geboren 1894', 'Gestorben 1986', 'Mann']"
Herbert Dallmann,"['Mathematiker (20. Jahrhundert)', 'Hochschullehrer (PH Potsdam)', 'Hochschullehrer (Merseburg)', 'Rektor einer Hochschule in Deutschland', 'Hochschullehrer (Wismar)', 'Korporierter im Wingolf', 'Träger des Vaterländischen Verdienstordens in Gold', 'Träger des Banners der Arbeit', 'NSDAP-Mitglied', 'SED-Mitglied', 'Deutscher', 'DDR-Bürger', 'Geboren 1909', 'Gestorben 1996', 'Mann']"
Wiltrud Schreiner,"['Theaterschauspieler', 'Österreicher', 'Geboren 1967', 'Frau']"
Günter Schnitzler,"['Literaturwissenschaftler', 'Musikwissenschaftler', 'Hochschullehrer (Albert-Ludwigs-Universität Freiburg)', 'Mitglied der Sudetendeutschen Akademie der Wissenschaften und Künste', 'Deutscher', 'Geboren 1946', 'Mann']"
Hans von Gersdorff (Gelehrter),"['Familienmitglied des Adelsgeschlechts Gersdorff|Hans', 'Kunstsammler', 'Person (Bautzen)', 'Deutscher', 'Geboren 1630', 'Gestorben 1692', 'Mann']"
Franziska Kohlund,"['Filmschauspieler', 'Theaterschauspieler', 'Theaterregisseur', 'Stäfa', 'Schweizer', 'Geboren 1947', 'Gestorben 2014', 'Frau']"
Adolf Brunner (Politiker),"['Landtagsabgeordneter (Burgenland)', 'ÖVP-Mitglied', 'Österreicher', 'Geboren 1900', 'Gestorben 1963', 'Mann']"
Franz Karl Lukas,"['Maler (Österreich)', 'Bildhauer (Österreich)', 'Person (Braunau am Inn)', 'Österreicher', 'Geboren 1907', 'Gestorben 1985', 'Mann', 'Innviertler Künstlergilde']"
Otto Kiesel,"['Autor', 'Journalist (Deutschland)', 'Literatur (Deutsch)', 'Deutscher', 'Geboren 1880', 'Gestorben 1956', 'Mann']"
Clemens Kissel,"['Graveur', 'Zeichner (Deutschland)', 'Autor', 'Grafiker (Mainz)', 'Deutscher', 'Geboren 1849', 'Gestorben 1911', 'Mann']"
Ernst Schreiner,"['Buchhändler', 'Autor', 'Erzählung', 'Literatur (Deutsch)', 'Deutscher', 'Geboren 1879', 'Gestorben 1943', 'Mann']"
Kunstgewerbeschule Zürich,"['Maler (Schweiz)', 'Schweizer', 'Geboren 1894', 'Gestorben 1990', 'Mann']"
Katharina Stark,"['Filmschauspieler', 'Darstellender Künstler (München)', 'Deutscher', 'Geboren 1998', 'Frau']"
Heini Scheffler,"['Grafiker (Deutschland)', 'Deutscher', 'DDR-Bürger', 'Geboren 1925', 'Gestorben 2020', 'Mann']"
Klaus Bahlsen,"['Mitglied der Familie Bahlsen|Klaus', 'Unternehmer (Ernährungswirtschaft)', 'Unternehmer (Hannover)', 'Unternehmer (20. Jahrhundert)', 'Förderndes Mitglied der SS', 'NSDAP-Mitglied', 'Mäzen', 'Deutscher', 'Geboren 1908', 'Gestorben 1991', 'Mann']"
Christian Hege (Politiker),"['Person (Löwenstein)', 'Person (Bad Rappenau)', 'Landtagsabgeordneter (Württemberg, Zweite Kammer)', 'Mennonit', 'Deutscher', 'Geboren 1840', 'Gestorben 1907', 'Mann']"
Martin Gottlieb Deetz,"['Kaufmann', 'Geboren 1769', 'Gestorben 1842', 'Mann', 'Bürgermeister (Königsberg, Preußen)']"
Matthias Starck,"['Römisch-katholischer Theologe (17. Jahrhundert)', 'Römisch-katholischer Theologe (18. Jahrhundert)', 'Römisch-katholischer Bischof (17. Jahrhundert)', 'Titularbischof', 'Weihbischof in Mainz', 'Domherr (Mainz)', 'Deutscher', 'Geboren 1628', 'Gestorben 1708', 'Mann']"
Otto Andreae,"['Industrieller (Köln)', 'Textilunternehmer (19. Jahrhundert)', 'Kunstmäzen', 'Stifter', 'Deutscher', 'Geboren 1833', 'Gestorben 1910', 'Mann']"
Max Hartmann (Richter),"['Richter (Deutsches Reich)', 'Person (Berlin)', 'Richter (Landgericht Berlin)', 'Richter (Oberlandesgericht Düsseldorf)', 'Richter (Oberlandesgericht Naumburg)', 'Corpsstudent (19. Jahrhundert)', 'Ehrenbürger im Burgenlandkreis', 'Wirklicher Geheimer Rat', 'Richter (Landgericht Dortmund)', 'Deutscher', 'Geboren 1841', 'Gestorben 1926', 'Mann']"
Sabine Schiffner,"['Autor', 'Literatur (21. Jahrhundert)', 'Literatur (Deutsch)', 'Lyrik', 'Roman, Epik', 'Erzählung', 'Hörspielautor', 'Übersetzer aus dem Französischen', 'Übersetzer aus dem Georgischen', 'Übersetzer aus dem Katalanischen', 'Übersetzer aus dem Spanischen', 'Übersetzer ins Deutsche', 'Verlagslektor', 'Schriftsteller (Köln)', 'Theaterregisseur', 'Filmregisseur', 'Mitglied im PEN-Zentrum Deutschland', 'Deutscher', 'Geboren 1965', 'Frau']"
Ludwig Kießling,"['Agrarwissenschaftler (20. Jahrhundert)', 'Pflanzenbauwissenschaftler', 'Pflanzenzüchter', 'Hochschullehrer (Technische Universität München)', 'Burschenschafter (19. Jahrhundert)', 'Deutscher', 'Geboren 1875', 'Gestorben 1942', 'Mann']"
Erna Wazinski,"['Hingerichtete Person (NS-Opfer)', 'Braunschweigische Geschichte (Zeit des Nationalsozialismus)', 'Person, für die in Niedersachsen ein Stolperstein verlegt wurde', 'Person (Braunschweig)', 'Deutscher', 'Geboren 1925', 'Gestorben 1944', 'Frau']"
Heinrich Straub,"['Unternehmer (Württemberg)', 'Unternehmer (19. Jahrhundert)', 'Industrieller', 'Maschinenbauingenieur', 'Angehöriger des Fünferbundes', 'Corpsstudent (19. Jahrhundert)', 'Württemberger', 'Deutscher', 'Geboren 1838', 'Gestorben 1876', 'Mann']"
Bruno Schumacher,"['Oberstudiendirektor', 'Person (Ostpreußen)', 'Lehrer', 'Historiker', 'Hochschullehrer (Albertus-Universität Königsberg)', 'Hochschullehrer (Universität Hamburg)', 'Herausgeber', 'Mitglied der Historischen Kommission für ost- und westpreußische Landesforschung', 'Ehrenmitglied einer wissenschaftlichen Organisation', 'Träger des Bundesverdienstkreuzes am Bande', 'Deutscher', 'Geboren 1879', 'Gestorben 1957', 'Mann', 'Oberstudiendirektor']"
Johanna Straub (Politikerin),"['Politiker (Freiburg im Breisgau)', 'Politiker (20. Jahrhundert)', 'Landtagsabgeordneter (Republik Baden)', 'DDP-Mitglied', 'Deutscher', 'Geboren 1864', 'Gestorben 1956', 'Frau']"
Samuel Starck,"['Hochschullehrer (Universität Rostock)', 'Lutherischer Theologe (17. Jahrhundert)', 'Deutscher', 'Geboren 1649', 'Gestorben 1697', 'Mann']"
Heinrich Schiffers (Musiker),"['Musiker (Deutschland)', 'Filmkomponist', 'Popmusiker', 'Künstler (Wolfsburg)', 'Gitarrist', 'Perkussionist', 'Deutscher', 'Geboren 1978', 'Mann']"
Willi Scheuermann,"['Illustrator (Deutschland)', 'Deutscher', 'Geboren 1885', 'Gestorben im 20. Jahrhundert', 'Mann']"
Carl Eberhardt,"['Luftfahrtingenieur', 'Hochschullehrer (Technische Universität Darmstadt)', 'Deutscher', 'Geboren 1877', 'Gestorben 1932', 'Mann']"
Anton Schiffer,"['Maler (Österreich)', 'Landschaftsmaler', 'Person (Kaisertum Österreich)', 'Person (Cisleithanien)', 'Geboren 1811', 'Gestorben 1876', 'Mann']"
"Hermann Bahlsen (Fabrikant, 1927)","['Mitglied der Familie Bahlsen|Hermann, 1927', 'Unternehmer (Ernährungswirtschaft)', 'Unternehmer (20. Jahrhundert)', 'Unternehmer (Hannover)', 'Verbandsfunktionär (Deutschland)', 'Person (Lions Club)', 'Deutscher', 'Geboren 1927', 'Gestorben 2014', 'Mann']"
Paul Kälberer,"['Maler (Stuttgart)', 'Grafiker (Stuttgart)', 'Mitglied im Deutschen Künstlerbund', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Deutscher', 'Geboren 1896', 'Gestorben 1974', 'Mann', 'Person (Sulz am Neckar)']"
Friedrich Kießling (Historiker),"['Neuzeithistoriker', 'Hochschullehrer (Katholische Universität Eichstätt-Ingolstadt, Campus Eichstätt)', 'Hochschullehrer (Rheinische Friedrich-Wilhelms-Universität Bonn)', 'Deutscher', 'Geboren 1970', 'Mann']"
Otto Schreiner,"['Stadtältester von Berlin', 'Verwaltungsjurist', 'Deutscher', 'Freimaurer (Deutschland)', 'Freimaurer (19. Jahrhundert)', 'Geboren 1816', 'Gestorben 1898', 'Mann']"
Theodor Schnitzer,"['Maler (Deutschland)', 'Maler (Stuttgart)', 'Künstler (Württemberg)', 'Deutscher', 'Geboren 1866', 'Gestorben 1939', 'Mann']"
Clemens Maria Schreiner,"['Kabarettist (Österreich)', 'Filmschauspieler', 'Theaterschauspieler', 'Österreicher', 'Geboren 1989', 'Mann']"
Karl Wernecke,"['Bürgermeister (Stendal)', 'DNVP-Mitglied', 'Freimaurer (Deutschland)', 'Freimaurer (20. Jahrhundert)', 'NSDAP-Mitglied', 'SA-Mitglied', 'Speziallagerhäftling', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Deutscher', 'Geboren 1885', 'Gestorben 1945', 'Mann']"
Bernie Feit,"['Filmschauspieler', 'Theaterschauspieler', 'Österreicher', 'Geboren 1969', 'Mann']"
Konrad Straub,"['Freikirchler', 'Autor', 'Hörspielsprecher', 'Hörfunkmoderator', 'Schweizer', 'Geboren 1938', 'Mann']"
Jakob Ritzmann,"['Maler (Schweiz)', 'Schweizer', 'Geboren 1894', 'Gestorben 1990', 'Mann']"
Max Spindler,"['Landeshistoriker (Bayern)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Träger des Bayerischen Verdienstordens', 'Träger der Bayerischen Verfassungsmedaille in Gold', 'Träger des Bayerischen Maximiliansordens für Wissenschaft und Kunst', 'Korporierter im CV', 'Deutscher', 'Geboren 1894', 'Gestorben 1986', 'Mann']"
Rudolf Wilhelm Schoeller,"['Textilunternehmer (19. Jahrhundert)', 'Mitglied des Preußischen Abgeordnetenhauses', 'Konsul', 'Unternehmer (Breslau)', 'Person (Zürich)', 'Mitglied der Unternehmerfamilie Schoeller|Rudolf Wilhelm', 'Deutscher', 'Geboren 1827', 'Gestorben 1902', 'Mann']"
Richard von Schnitzler,"['Mitglied der Bankiersfamilie Schnitzler|Richard', 'Bankier', 'Unternehmer (19. Jahrhundert)', 'Unternehmer (20. Jahrhundert)', 'Unternehmer (Deutschland)', 'Industrieller', 'Person (I.G. Farben)', 'Mäzen', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1855', 'Gestorben 1938', 'Mann']"
